impc_parameter_orig_id,parameter_name,parameter_id,param_grouping,procedure_group_id
17744,Stimulus order,IMPC_ACS_024_001,,1
17745,Mouse chamber ID,IMPC_ACS_025_001,,1
17746,Equipment ID,IMPC_ACS_026_001,,1
17747,Equipment manufacturer,IMPC_ACS_027_001,,1
17748,Equipment model,IMPC_ACS_028_001,,1
17749,Software version,IMPC_ACS_029_001,,1
17750,Mouse chamber dimension,IMPC_ACS_030_001,,1
17751,Sound generator manufacturer,IMPC_ACS_031_001,,1
17752,Sound-proof box dimension,IMPC_ACS_032_001,,1
17753,% Pre-pulse inhibition - PPI1,IMPC_ACS_033_001,,1
17754,% Pre-pulse inhibition - PPI2,IMPC_ACS_034_001,,1
17755,% Pre-pulse inhibition - PPI3,IMPC_ACS_035_001,,1
17756,% Pre-pulse inhibition - PPI4,IMPC_ACS_036_001,,1
17757,% Pre-pulse inhibition - Global,IMPC_ACS_037_001,,1
17758,Date equipment last calibrated,IMPC_ACS_038_001,,1
17759,Inter PP-S stimulus interval,IMPC_ACS_013_001,,1
17760,Sound generator model,IMPC_ACS_039_001,,1
89737,Number of signals,IMPC_ECG_001_001,,10
89738,HR,IMPC_ECG_002_001,,10
89739,CV,IMPC_ECG_003_001,,10
89740,RR,IMPC_ECG_004_001,,10
89741,PQ,IMPC_ECG_005_001,,10
89742,PR,IMPC_ECG_006_001,,10
89743,QRS,IMPC_ECG_007_001,,10
89744,ST,IMPC_ECG_008_001,,10
89745,HRV,IMPC_ECG_010_001,,10
89747,Mean SR amplitude,IMPC_ECG_012_001,,10
89748,Mean R amplitude,IMPC_ECG_013_001,,10
89749,rMSSD,IMPC_ECG_014_001,,10
89750,pNN5(6>ms),IMPC_ECG_015_001,,10
89751,Equipment ID,IMPC_ECG_016_001,,10
89752,Equipment Manufacturer,IMPC_ECG_017_001,,10
89753,Equipment Model,IMPC_ECG_018_001,,10
89754,Anesthetic,IMPC_ECG_019_001,,10
89755,Experimenter ID,IMPC_ECG_020_001,,10
89756,Noise level,IMPC_ECG_021_001,,10
89757,Light level,IMPC_ECG_022_001,,10
89758,Date equipment last calibrated,IMPC_ECG_023_001,,10
89759,QTc,IMPC_ECG_009_002,,10
89760,Analysis Software,IMPC_ECG_024_001,,10
89761,Waveform Image,IMPC_ECG_025_001,,10
89762,Waveform Image Comment,IMPC_ECG_026_001,,10
89763,Lead Configuration,IMPC_ECG_027_001,,10
89764,QT,IMPC_ECG_028_001,,10
89765,QT Dispersion,IMPC_ECG_029_001,,10
90855,Data acquisition sampling rate,IMPC_ECG_030_001,,10
90856,Abnormal ECG detected,IMPC_ECG_031_001,,10
36937,Brain,IMPC_PAT_001_002,,28
36938,Eye with optic nerve,IMPC_PAT_002_002,,28
36939,Spinal cord,IMPC_PAT_003_002,,28
36940,Thymus,IMPC_PAT_004_002,,28
36941,Thyroid,IMPC_PAT_005_002,,28
36942,Heart,IMPC_PAT_006_002,,28
36943,Trachea,IMPC_PAT_007_002,,28
36944,Esophagus,IMPC_PAT_008_002,,28
36945,Lung,IMPC_PAT_009_002,,28
36946,Liver,IMPC_PAT_010_002,,28
36947,Gall bladder,IMPC_PAT_011_002,,28
36948,Stomach,IMPC_PAT_012_002,,28
36949,Small intestine,IMPC_PAT_013_002,,28
36950,Large intestine,IMPC_PAT_014_002,,28
36951,Pancreas,IMPC_PAT_015_002,,28
36952,Spleen,IMPC_PAT_016_002,,28
36953,Kidney,IMPC_PAT_017_002,,28
36954,Adrenal gland,IMPC_PAT_018_002,,28
36955,Mammary gland,IMPC_PAT_019_002,,28
36956,Lymph node,IMPC_PAT_020_002,,28
36957,Skin,IMPC_PAT_021_002,,28
36958,Skeletal muscle,IMPC_PAT_022_002,,28
36959,Urinary bladder,IMPC_PAT_023_002,,28
36960,Testes,IMPC_PAT_024_002,,28
36961,Epididymis,IMPC_PAT_025_002,,28
36962,Prostate,IMPC_PAT_026_002,,28
36963,Seminal vesicle,IMPC_PAT_027_002,,28
36964,Ovary,IMPC_PAT_028_002,,28
36965,Uterus,IMPC_PAT_029_002,,28
36966,Body Weight,IMPC_PAT_049_002,,28
36967,Images,IMPC_PAT_057_002,,28
36968,Comments (in English),IMPC_PAT_032_002,,28
36969,Experimenter ID,IMPC_PAT_052_002,,28
36970,Method of sacrifice,IMPC_PAT_054_002,,28
36971,Method of Blood Collection,IMPC_PAT_055_002,,28
36972,Equipment ID,IMPC_PAT_056_002,,28
36973,Fixative,IMPC_PAT_058_002,,28
36974,Date equipment last calibrated,IMPC_PAT_059_002,,28
36975,Equipment manufacturer,IMPC_PAT_060_002,,28
36976,Equipment model,IMPC_PAT_061_002,,28
36977,Date of sacrifice,IMPC_PAT_030_002,,28
36978,ID for sample banking protocol,IMPC_PAT_031_002,,28
36979,Balance manufacturer,IMPC_PAT_033_001,,28
36980,Balance model,IMPC_PAT_034_001,,28
36981,Camera resolution,IMPC_PAT_035_001,,28
36982,Eye fixative,IMPC_PAT_036_001,,28
36983,Salivary gland,IMPC_PAT_062_001,,28
36984,Sternum,IMPC_PAT_063_001,,28
36985,Femur,IMPC_PAT_064_001,,28
36986,Bone marrow,IMPC_PAT_065_001,,28
36987,Brown fat,IMPC_PAT_066_001,,28
36988,Tibia,IMPC_PAT_067_001,,28
36989,Knee joint,IMPC_PAT_068_001,,28
36990,Trigeminal V nerve,IMPC_PAT_069_001,,28
36991,Nasal cavity,IMPC_PAT_070_001,,28
36992,Ear,IMPC_PAT_071_001,,28
36993,Tooth,IMPC_PAT_072_001,,28
36994,Tongue,IMPC_PAT_073_001,,28
36995,Sciatic nerve,IMPC_PAT_074_001,,28
36996,Bone,IMPC_PAT_075_001,,28
36997,Tissue available for distribution,IMPC_PAT_076_001,,28
28488,Number of signals,IMPC_ECG_001_001,,11
28489,HR,IMPC_ECG_002_001,,11
28490,CV,IMPC_ECG_003_001,,11
28491,RR,IMPC_ECG_004_001,,11
28492,PQ,IMPC_ECG_005_001,,11
28493,PR,IMPC_ECG_006_001,,11
28494,QRS,IMPC_ECG_007_001,,11
28495,ST,IMPC_ECG_008_001,,11
28496,QTc,IMPC_ECG_009_001,,11
28497,HRV,IMPC_ECG_010_001,,11
28498,QTc Dispersion,IMPC_ECG_011_001,,11
28499,Mean SR amplitude,IMPC_ECG_012_001,,11
28500,Mean R amplitude,IMPC_ECG_013_001,,11
28501,rMSSD,IMPC_ECG_014_001,,11
28502,pNN5(6>ms),IMPC_ECG_015_001,,11
28503,Equipment ID,IMPC_ECG_016_001,,11
28504,Equipment Manufacturer,IMPC_ECG_017_001,,11
28505,Equipment Model,IMPC_ECG_018_001,,11
28506,Anesthetic,IMPC_ECG_019_001,,11
28507,Experimenter ID,IMPC_ECG_020_001,,11
28508,Noise level,IMPC_ECG_021_001,,11
28509,Light level,IMPC_ECG_022_001,,11
28510,Date equipment last calibrated,IMPC_ECG_023_001,,11
28511,Analysis Software,IMPC_ECG_024_001,,11
28512,Waveform Image,IMPC_ECG_025_001,,11
28513,Waveform Image Comment,IMPC_ECG_026_001,,11
7636,Population average,IMPC_MAA_001_001,,40
7637,T-statistics determinents,IMPC_MAA_002_001,,40
7638,T-statistics intensities,IMPC_MAA_003_001,,40
7639,FDR thresholds for determinents,IMPC_MAA_004_001,,40
7640,FDR thresholds for intensities,IMPC_MAA_005_001,,40
7641,Used WT specimen names,IMPC_MAA_006_001,,40
7642,Used MUT specimen names,IMPC_MAA_007_001,,40
7643,Version of pydpiper,IMPC_MAA_008_001,,40
7644,Data analysis finished,IMPC_MAA_009_001,,40
45446,Pericardium Morphology,IMPC_GEM_007_001,,20
45447,Visceral yolk sac morphology,IMPC_GEM_017_001,,20
45448,Embryo Size,IMPC_GEM_019_001,,20
45449,Ear Morphology,IMPC_GEM_021_001,,20
45450,Skin Appearance,IMPC_GEM_024_001,,20
45451,Limb Bud Morphology,IMPC_GEM_027_001,,20
45452,Limb Plate Morphology,IMPC_GEM_028_001,,20
45453,Tail Morphology,IMPC_GEM_029_001,,20
45454,Liver Size,IMPC_GEM_032_001,,20
45455,Neural Tube Closure,IMPC_GEM_036_001,,20
45456,Eye Morphology,IMPC_GEM_041_001,,20
45457,Head shape,IMPC_GEM_047_001,,20
45458,Comment on image,IMPC_GEM_048_001,,20
45459,Images,IMPC_GEM_049_001,,20
45460,Experimenter ID,IMPC_GEM_050_001,,20
45461,Equipment ID,IMPC_GEM_051_001,,20
45462,Equipment Manufacturer,IMPC_GEM_052_001,,20
45463,Equipment Model,IMPC_GEM_053_001,,20
45464,Fixative,IMPC_GEM_054_001,,20
45465,Time of Dissection,IMPC_GEM_055_001,,20
45466,Somite Stage,IMPC_GEM_056_001,,20
45467,Time of dark cycle start,IMPC_GEM_057_001,,20
45468,Time of dark cycle end,IMPC_GEM_058_001,,20
45469,Date equipment last calibrated,IMPC_GEM_059_001,,20
45470,Pale yolk sac,IMPC_GEM_016_002,,20
45471,Pallor,IMPC_GEM_025_002,,20
45472,Blebs,IMPC_GEM_026_002,,20
45473,Pale Liver,IMPC_GEM_033_002,,20
45474,Microphthalmia,IMPC_GEM_043_002,,20
45475,Anophthalmia,IMPC_GEM_044_002,,20
45476,Severely Dysmorphic,IMPC_GEM_060_001,,20
45477,Abdominal wall,IMPC_GEM_061_001,,20
45478,Craniofacial morphology,IMPC_GEM_062_001,,20
45479,Facial cleft,IMPC_GEM_063_001,,20
45480,Facial hypoplasia,IMPC_GEM_064_001,,20
45481,Heart looping,IMPC_GEM_065_001,,20
45482,Heart morphology,IMPC_GEM_066_001,,20
45483,Left-right axis patterning,IMPC_GEM_067_001,,20
45484,Forebrain morphology,IMPC_GEM_068_001,,20
45485,Hindbrain morphology,IMPC_GEM_069_001,,20
45486,Midbrain morphology,IMPC_GEM_070_001,,20
45487,Microcephaly,IMPC_GEM_071_001,,20
45488,Rostal-caudal patterning,IMPC_GEM_072_001,,20
45489,Vascular morphology,IMPC_GEM_073_001,,20
45490,CRL,IMPC_GEM_074_001,,20
45491,Delayed embryonic development,IMPC_GEM_075_001,,20
45492,Edema,IMPC_GEM_076_001,,20
45493,Hemorrhage,IMPC_GEM_077_001,,20
45494,Polydactyly,IMPC_GEM_078_001,,20
90846,Exencephaly,IMPC_GEM_079_001,,20
18100,Body weight before experiment,IMPC_CAL_001_001,,35
18101,Body weight after experiment,IMPC_CAL_002_001,,35
18102,Oxygen consumption,IMPC_CAL_003_001,,35
18103,Carbon dioxide production,IMPC_CAL_004_001,,35
18104,Heat production (metabolic rate),IMPC_CAL_005_001,,35
18105,Ambulatory activity  (no. of beam cuts),IMPC_CAL_006_001,,35
18106,Total activity  (no. of fine movement + no. of beam cuts),IMPC_CAL_007_001,,35
18107,Total food intake,IMPC_CAL_008_001,,35
18108,Cumulative food intake,IMPC_CAL_009_001,,35
18109,Time of dark cycle start,IMPC_CAL_010_001,,35
18110,Room temperature,IMPC_CAL_011_001,,35
18111,Acclimation to respirometry cages,IMPC_CAL_012_001,,35
18112,Duration of test,IMPC_CAL_013_001,,35
18113,Equipment ID,IMPC_CAL_014_001,,35
18114,Equipment manufacturer,IMPC_CAL_015_001,,35
18115,Equipment model,IMPC_CAL_016_001,,35
18116,Respiratory Exchange Ratio,IMPC_CAL_017_001,,35
18117,Experimenter ID,IMPC_CAL_018_001,,35
18118,Date equipment last calibrated,IMPC_CAL_019_001,,35
18119,Time of dark cycle end,IMPC_CAL_020_001,,35
18120,Total water intake,IMPC_CAL_021_001,,35
18121,Cumulative water intake,IMPC_CAL_022_001,,35
28674,End-Systolic Diameter,IMPC_ECH_001_001,,9
28675,End-Diastolic Diameter,IMPC_ECH_002_001,,9
28676,Stroke Volume,IMPC_ECH_003_001,,9
28677,Ejection Fraction,IMPC_ECH_004_001,,9
28678,Fractional Shortening,IMPC_ECH_005_001,,9
28679,Cardiac Output,IMPC_ECH_006_001,,9
28680,LVAWd,IMPC_ECH_007_001,,9
28681,LVIDd,IMPC_ECH_008_001,,9
28682,LVPWd,IMPC_ECH_009_001,,9
28683,LVAWs,IMPC_ECH_010_001,,9
28684,LVIDs,IMPC_ECH_011_001,,9
28685,LVPWs,IMPC_ECH_012_001,,9
28686,HR,IMPC_ECH_013_001,,9
28687,Body Temp,IMPC_ECH_014_001,,9
28688,VTI of aortic flow (Pulse wave doppler mode),IMPC_ECH_015_001,,9
28689,Aortic diameter (Dao),IMPC_ECH_016_001,,9
28690,Tpeak Tend Interval,IMPC_ECH_017_001,,9
28691,Respiration Rate,IMPC_ECH_018_001,,9
28692,Equipment ID,IMPC_ECH_019_001,,9
28693,Equipment Manufacturer,IMPC_ECH_020_001,,9
28694,Equipment Model,IMPC_ECH_021_001,,9
28695,Anesthetic,IMPC_ECH_022_001,,9
28696,Experimenter ID,IMPC_ECH_023_001,,9
28697,Date equipment last calibrated,IMPC_ECH_024_001,,9
28698,M-Mode Images,IMPC_ECH_025_001,,9
37378,Sodium,IMPC_CBC_001_001,Chemistry,7
37379,Potassium,IMPC_CBC_002_001,,7
37380,Chloride,IMPC_CBC_003_001,Chemistry,7
37381,Urea (Blood Urea Nitrogen - BUN),IMPC_CBC_004_001,Chemistry,7
37382,Creatinine,IMPC_CBC_005_001,Chemistry,7
37383,Total protein,IMPC_CBC_006_001,Chemistry,7
37384,Albumin,IMPC_CBC_007_001,Chemistry,7
37385,Total bilirubin,IMPC_CBC_008_001,,7
37386,Calcium,IMPC_CBC_009_001,Chemistry,7
37387,Phosphorus,IMPC_CBC_010_001,Chemistry,7
37388,Iron,IMPC_CBC_011_001,Chemistry,7
37389,Aspartate aminotransferase,IMPC_CBC_012_001,Chemistry,7
37390,Alanine aminotransferase,IMPC_CBC_013_001,,7
37391,Alkaline phosphatase,IMPC_CBC_014_001,Chemistry,7
37392,Total cholesterol,IMPC_CBC_015_001,Chemistry,7
37393,HDL-cholesterol,IMPC_CBC_016_001,Chemistry,7
37394,Triglycerides,IMPC_CBC_017_001,Chemistry,7
37395,Glucose,IMPC_CBC_018_001,Glucose,7
37396,LIH (Hemolysis Severity - available on AU analysers),IMPC_CBC_019_001,,7
37397,Fructosamine,IMPC_CBC_020_001,,7
37398,Lipase,IMPC_CBC_021_001,,7
37399,Lactate dehydrogenase,IMPC_CBC_022_001,,7
37400,Alpha-amylase,IMPC_CBC_023_001,Chemistry,7
37401,UIBC (unsaturated iron binding capacity),IMPC_CBC_024_001,,7
37402,LDL-cholesterol,IMPC_CBC_025_001,,7
37403,Free fatty acids,IMPC_CBC_026_001,,7
37404,Glycerol,IMPC_CBC_027_001,,7
37405,Creatine kinase,IMPC_CBC_028_001,Chemistry,7
37406,Uric acid,IMPC_CBC_029_001,,7
37407,Ferritin,IMPC_CBC_030_001,,7
37408,Transferrin,IMPC_CBC_031_001,,7
37409,C-reactive protein,IMPC_CBC_032_001,,7
37410,Equipment ID,IMPC_CBC_033_001,,7
37411,Equipment manufacturer,IMPC_CBC_034_001,,7
37412,Equipment model,IMPC_CBC_035_001,,7
37413,Anesthesia used for blood collection,IMPC_CBC_036_001,,7
37414,Method of blood collection,IMPC_CBC_037_001,,7
37415,Anticoagulant,IMPC_CBC_038_001,,7
37416,Samples kept on ice between collection and analysis,IMPC_CBC_042_001,,7
37417,Sample status,IMPC_CBC_043_001,,7
37418,Sample dilution,IMPC_CBC_044_001,,7
37419,ID of blood collection SOP,IMPC_CBC_045_001,,7
37420,Date and time of blood collection,IMPC_CBC_046_001,,7
37421,Hemolysis status,IMPC_CBC_048_001,,7
37422,Blood collection experimenter ID,IMPC_CBC_049_001,,7
37423,Date equipment last calibrated,IMPC_CBC_050_001,,7
37424,Blood collection tubes,IMPC_CBC_039_001,,7
37425,Date and time of sacrifice,IMPC_CBC_040_001,,7
37426,Storage temperature from blood collection till measurement,IMPC_CBC_041_001,,7
37427,Blood analysis experimenter ID,IMPC_CBC_051_001,,7
37428,Glycosilated hemoglobin A1c (HbA1c),IMPC_CBC_052_001,,7
37429,Thyroxine,IMPC_CBC_053_001,,7
37430,Magnesium,IMPC_CBC_054_001,,7
37431,Difficult bleed,IMPC_CBC_055_001,,7
37432,Sample type,IMPC_CBC_056_001,,7
37433,Fasting,IMPC_CBC_057_001,,7
37434,Cholesterol ratio,IMPC_CBC_058_001,Chemistry,7
37435,Reagent manufacturer,IMPC_CBC_059_001,,7
45824,Heart Morphology,IMPC_GEO_008_001,,21
45825,Blood Vessel Morphology,IMPC_GEO_011_001,,21
45826,Head shape,IMPC_GEO_015_001,,21
45827,Head size,IMPC_GEO_016_001,,21
45828,Embryo Size,IMPC_GEO_019_001,,21
45829,Ear Morphology,IMPC_GEO_022_001,,21
45830,Vibrissa Morphology,IMPC_GEO_028_001,,21
45831,Skin Appearance,IMPC_GEO_029_001,,21
45832,Skin Coloration,IMPC_GEO_030_001,,21
45833,Tail Morphology,IMPC_GEO_033_001,,21
45834,Liver Size,IMPC_GEO_037_001,,21
45835,Comment on image,IMPC_GEO_049_001,,21
45836,Images,IMPC_GEO_050_001,,21
45837,Experimenter ID,IMPC_GEO_051_001,,21
45838,Equipment ID,IMPC_GEO_052_001,,21
45839,Equipment Manufacturer,IMPC_GEO_053_001,,21
45840,Equipment Model,IMPC_GEO_054_001,,21
45841,Fixative,IMPC_GEO_055_001,,21
45842,Time of Dissection,IMPC_GEO_056_001,,21
45843,Somite Stage,IMPC_GEO_057_001,,21
45844,Time of dark cycle start,IMPC_GEO_058_001,,21
45845,Time of dark cycle end,IMPC_GEO_059_001,,21
45846,Date equipment last calibrated,IMPC_GEO_060_001,,21
45847,Hemorrhage,IMPC_GEO_009_002,,21
45848,Facial Cleft,IMPC_GEO_017_002,,21
45849,Cleft Palate,IMPC_GEO_018_002,,21
45850,Polydactyly,IMPC_GEO_034_002,,21
45851,Pale Liver,IMPC_GEO_038_002,,21
45852,Exencephaly,IMPC_GEO_041_002,,21
45853,Holoprosencephaly,IMPC_GEO_042_002,,21
45854,spina bifida,IMPC_GEO_043_002,,21
45855,Microphthalmia,IMPC_GEO_047_002,,21
45856,Anophthalmia,IMPC_GEO_048_002,,21
45857,Severely Dysmorphic,IMPC_GEO_061_001,,21
45858,Abdominal wall,IMPC_GEO_062_001,,21
45859,Craniofacial morphology,IMPC_GEO_063_001,,21
45860,Edema,IMPC_GEO_064_001,,21
45861,Limb morphology,IMPC_GEO_065_001,,21
45862,Microcephaly,IMPC_GEO_066_001,,21
45863,Syndactyly,IMPC_GEO_067_001,,21
45864,CRL,IMPC_GEO_068_001,,21
45865,Delayed embryonic development,IMPC_GEO_069_001,,21
45866,Blebs,IMPC_GEO_070_001,,21
45867,Facial hypoplasia,IMPC_GEO_071_001,,21
45868,Pallor,IMPC_GEO_072_001,,21
28829,Response amplitude - BN,IMPC_ACS_001_001,,1
28830,Response amplitude - PP1,IMPC_ACS_002_001,,1
28831,Response amplitude - PP2,IMPC_ACS_003_001,,1
28832,Response amplitude - PP3,IMPC_ACS_004_001,,1
28833,Response amplitude - PP4,IMPC_ACS_005_001,,1
28834,Response amplitude - S,IMPC_ACS_006_001,,1
28835,Response amplitude - PP1_S,IMPC_ACS_007_001,,1
28836,Response amplitude - PP2_S,IMPC_ACS_008_001,,1
28837,Response amplitude - PP3_S,IMPC_ACS_009_001,,1
28838,Response amplitude - PP4_S,IMPC_ACS_010_001,,1
28839,Light level in chamber,IMPC_ACS_011_001,,1
28840,Experimenter ID,IMPC_ACS_014_001,,1
28841,Startle stimulus,IMPC_ACS_015_001,,1
28842,Background noise,IMPC_ACS_016_001,,1
28843,Pre-pulse stimulus 1,IMPC_ACS_017_001,,1
28844,Pre-pulse stimulus 2,IMPC_ACS_018_001,,1
28845,Pre-pulse stimulus 3,IMPC_ACS_019_001,,1
28846,Pre-pulse stimulus 4,IMPC_ACS_020_001,,1
28847,Inter-trial interval,IMPC_ACS_021_001,,1
28848,Number of trials,IMPC_ACS_022_001,,1
28849,In-chamber adapt time,IMPC_ACS_023_001,,1
28850,Stimulus order,IMPC_ACS_024_001,,1
28851,Mouse chamber ID,IMPC_ACS_025_001,,1
28852,Equipment ID,IMPC_ACS_026_001,,1
28853,Equipment manufacturer,IMPC_ACS_027_001,,1
28854,Equipment model,IMPC_ACS_028_001,,1
28855,Software version,IMPC_ACS_029_001,,1
28856,Mouse chamber dimension,IMPC_ACS_030_001,,1
28857,Sound generator manufacturer,IMPC_ACS_031_001,,1
28858,Sound-proof box dimension,IMPC_ACS_032_001,,1
28859,% Pre-pulse inhibition - PPI1,IMPC_ACS_033_001,,1
28860,% Pre-pulse inhibition - PPI2,IMPC_ACS_034_001,,1
28861,% Pre-pulse inhibition - PPI3,IMPC_ACS_035_001,,1
28862,% Pre-pulse inhibition - PPI4,IMPC_ACS_036_001,,1
28863,% Pre-pulse inhibition - Global,IMPC_ACS_037_001,,1
28864,Date equipment last calibrated,IMPC_ACS_038_001,,1
28865,Inter PP-S stimulus interval,IMPC_ACS_013_001,,1
28866,Sound generator model,IMPC_ACS_039_001,,1
18301,Body Weight,IMPC_IPG_001_001,,37
18302,Blood glucose concentration,IMPC_IPG_002_001,,37
18303,Equipment ID,IMPC_IPG_003_001,,37
18304,Equipment manufacturer,IMPC_IPG_004_001,,37
18305,Equipment model,IMPC_IPG_005_001,,37
18306,Mouse restrained,IMPC_IPG_006_001,,37
18307,Type of strip,IMPC_IPG_007_001,,37
18308,Experimenter ID,IMPC_IPG_008_001,,37
18309,Date equipment last calibrated,IMPC_IPG_009_001,,37
18310,Fasted blood glucose concentration,IMPC_IPG_010_001,Glucose,37
18311,Initial response to glucose challenge,IMPC_IPG_011_001,Glucose,37
18312,Area under glucose response curve,IMPC_IPG_012_001,Glucose,37
18313,Upper limit of the meter,IMPC_IPG_013_001,,37
37882,Insulin,IMPC_INS_001_001,Chemistry,36
37883,Type of kit,IMPC_INS_002_001,,36
37884,Kit manufacturer,IMPC_INS_003_001,,36
37885,Kit lot number,IMPC_INS_004_001,,36
37886,Equipment ID,IMPC_INS_005_001,,36
37887,Equipment manufacturer,IMPC_INS_006_001,,36
37888,Equipment model,IMPC_INS_007_001,,36
37889,Blood collection tubes,IMPC_INS_008_001,,36
37890,Anesthesia used for blood collection,IMPC_INS_009_001,,36
37891,Method of blood collection,IMPC_INS_010_001,,36
37892,Anticoagulant,IMPC_INS_011_001,,36
37893,Date and time of blood collection,IMPC_INS_012_001,,36
37894,Sample status,IMPC_INS_014_001,,36
37895,Samples kept on ice between collection and analysis,IMPC_INS_015_001,,36
37896,Sample dilution,IMPC_INS_016_001,,36
37897,Replicates,IMPC_INS_017_001,,36
37898,ID of blood collection SOP,IMPC_INS_018_001,,36
37899,Hemolysis status,IMPC_INS_019_001,,36
37900,Blood collection experimenter ID,IMPC_INS_020_001,,36
37901,Blood analysis experimenter ID,IMPC_INS_021_001,,36
37902,Date equipment last calibrated,IMPC_INS_022_001,,36
37903,Sample type,IMPC_INS_023_001,,36
46202,Heart Morphology,IMPC_GEP_010_001,,22
46203,Blood Vessel Morphology,IMPC_GEP_013_001,,22
46204,Head shape,IMPC_GEP_015_001,,22
46205,Head size,IMPC_GEP_016_001,,22
46206,Facial Morphology,IMPC_GEP_017_001,,22
46207,Embryo Size,IMPC_GEP_022_001,,22
46208,Embryo weight,IMPC_GEP_023_001,,22
46209,Body wall morphology,IMPC_GEP_024_001,,22
46210,Outer ear morpholgy,IMPC_GEP_026_001,,22
46211,Vibrissa Morphology,IMPC_GEP_033_001,,22
46212,Skin Appearance,IMPC_GEP_034_001,,22
46213,Pallor,IMPC_GEP_035_001,,22
46214,Skin Coloration,IMPC_GEP_036_001,,22
46215,Tail Morphology,IMPC_GEP_038_001,,22
46216,Liver Size,IMPC_GEP_042_001,,22
46217,Respiratory System,IMPC_GEP_052_001,,22
46218,Comment on image,IMPC_GEP_063_001,,22
46219,Images,IMPC_GEP_064_001,,22
46220,Experimenter ID,IMPC_GEP_065_001,,22
46221,Equipment ID,IMPC_GEP_066_001,,22
46222,Equipment Manufacturer,IMPC_GEP_067_001,,22
46223,Equipment Model,IMPC_GEP_068_001,,22
46224,Fixative,IMPC_GEP_069_001,,22
46225,Time of Dissection,IMPC_GEP_070_001,,22
46226,Somite Stage,IMPC_GEP_071_001,,22
46227,Time of dark cycle start,IMPC_GEP_072_001,,22
46228,Time of dark cycle end,IMPC_GEP_073_001,,22
46229,Date equipment last calibrated,IMPC_GEP_074_001,,22
46230,Spontaneous movement,IMPC_GEP_004_002,,22
46231,Responsive to tactile stimuli,IMPC_GEP_005_002,,22
46232,Hemorrhage,IMPC_GEP_011_002,,22
46233,Facial Cleft,IMPC_GEP_018_002,,22
46234,Cyanosis,IMPC_GEP_029_002,,22
46235,Edema,IMPC_GEP_030_002,,22
46236,Polydactyly,IMPC_GEP_039_002,,22
46237,Exencephaly,IMPC_GEP_047_002,,22
46238,Holoprosencephaly,IMPC_GEP_048_002,,22
46239,spina bifida,IMPC_GEP_049_002,,22
46240,Microphthalmia,IMPC_GEP_059_002,,22
46241,Anophthalmia,IMPC_GEP_060_002,,22
46242,Failure of Eyelid Fusion,IMPC_GEP_061_002,,22
46243,Severely Dysmorphic,IMPC_GEP_075_001,,22
46244,Cleft palate,IMPC_GEP_076_001,,22
46245,Curl or short tail,IMPC_GEP_078_001,,22
46246,Facial hypoplasia,IMPC_GEP_079_001,,22
46247,Microcephaly,IMPC_GEP_080_001,,22
46248,Pale liver,IMPC_GEP_081_001,,22
46249,Syndactyly,IMPC_GEP_082_001,,22
46250,Tongue out,IMPC_GEP_083_001,,22
46251,Limb morphology,IMPC_GEP_084_001,,22
46252,CRL,IMPC_GEP_085_001,,22
46253,Delayed embryonic development,IMPC_GEP_086_001,,22
46254,Blebs,IMPC_GEP_087_001,,22
29207,Body weight,IMPC_ABR_001_001,,3
29208,Click-evoked ABR threshold,IMPC_ABR_002_001,,3
29209,Click-evoked ABR waveforms (numerical format),IMPC_ABR_003_001,,3
29210,6kHz-evoked ABR Threshold,IMPC_ABR_004_001,ABR Threshold,3
29211,6kHz-evoked ABR waveforms (numerical format),IMPC_ABR_005_001,,3
29212,12kHz-evoked ABR Threshold,IMPC_ABR_006_001,ABR Threshold,3
29213,12kHz-evoked ABR waveforms (numerical format),IMPC_ABR_007_001,,3
29214,18kHz-evoked ABR Threshold,IMPC_ABR_008_001,ABR Threshold,3
29215,18kHz-evoked ABR waveforms (numerical format),IMPC_ABR_009_001,,3
29216,24kHz-evoked ABR Threshold,IMPC_ABR_010_001,ABR Threshold,3
29217,24kHz-evoked ABR waveforms (numerical format),IMPC_ABR_011_001,,3
29218,30kHz-evoked ABR Threshold,IMPC_ABR_012_001,ABR Threshold,3
29219,30kHz-evoked ABR waveforms (numerical format),IMPC_ABR_013_001,,3
29220,Click-evoked + 6 to 30kHz tone waveforms (pdf format),IMPC_ABR_014_001,,3
29221,Audiograms,IMPC_ABR_015_001,,3
29222,Preyer Reflex,IMPC_ABR_016_001,,3
29223,Click +20dB waveforms (numerical format),IMPC_ABR_017_001,,3
29224,Click +50dB waveforms (numerical format),IMPC_ABR_018_001,,3
29225,Click +20dB+50dB waveforms (pdf format),IMPC_ABR_019_001,,3
29226,P1-N1 amplitude (at each stimulus level),IMPC_ABR_020_001,,3
29227,P3-N3 amplitude (at each stimulus level),IMPC_ABR_021_001,,3
29228,P1 Latency (at each stimulus level),IMPC_ABR_022_001,,3
