"GENE_ACCESSION_ID","GENE_SYMBOL","MOUSE_STRAIN","MOUSE_LIFE_STAGE","PARAMETER_ID","PVALUE","PARAMETER_NAME","ANALYSIS_ID"
"MGI:2141101","Depdc5","C57BL","Early adult","IMPC_CSD_039_001",0.9065177,"Limb grasp","02j79su9e7o40my"
"MGI:1920393","Wdr37","C57BL","Early adult","IMPC_HEM_029_001",0.2384838,"Neutrophil differential count","02j8svmqlp8j5i6"
"MGI:2137624","Pom121","C57BL","E9.5","IMPC_HEM_004_001",0.5678677,"Hematocrit","02jf8bo2827ng2b"
"MGI:1321393","Timeless","C57BL","Early adult","IMPC_CBC_006_001",0.2073935,"Total protein","02k1l6p5qhsaz2m"
"MGI:3652306","Krtap4-8","C57BL","Early adult","IMPC_OFD_014_001",0.2900023,"Center distance travelled","02k50zxikuo576o"
"MGI:1922184","Odad2","C57BL","Early adult","IMPC_EYE_018_001",0.6357729,"Fusion between cornea and lens","02k74h2x980w29n"
"MGI:1914969","2310057J18Rik","C57BL","Early adult","IMPC_EYE_069_001",0.228029,"Left inner nuclear layer","02k9o5952t69985"
"MGI:97491","Pax7","C57BL","E12.5","IMPC_EYE_018_001",0.4714061,"Fusion between cornea and lens","02l0er6d1m1g898"
"MGI:1913883","Nsa2","C57BL","E9.5","IMPC_CBC_023_001",0.2394693,"Alpha-amylase","02l2s7wj25hd7fu"
"MGI:1915987","Angel1","C57BL","Early adult","IMPC_GEO_064_001",0.3970446,"Edema","02l47734yn7wru5"
"MGI:2681846","Mpv17l2","C57BL","Early adult","IMPC_IMM_033_002",0.5403673,"NaÃÂ¯ve CD8+ T cells - % of live leukocytes (Panel A)","02n28bglwj294d3"
"MGI:2443086","Mindy2","C57BL","Early adult","IMPC_CAL_008_001",0.682148,"Total food intake","02ol2nt1qf0sk35"
"MGI:1321393","Timeless","C57BL","Early adult","JAXLA_OFD_009_001",0.6381484,"Whole arena average speed","02oz231z8f6a1g4"
"MGI:97491","Pax7","C57BL","E15.5","IMPC_IPG_010_001",0.757402,"Fasted blood glucose concentration","02p53e646c159p4"
"MGI:1859866","Cdc20","C57BL","E12.5","IMPC_CBC_014_001",0.9544119,"Alkaline phosphatase","02sg81d57z24907"
"MGI:3588207","Dnaaf3","C57BL","Early adult","IMPC_EYE_016_001",0.1155145,"Lens","02tr5q5p42v4vyn"
"MGI:3046938","Hrnr","C57BL","Early adult","ESLIM_016_001_005",0.6134551,"Mean cell volume","02u975h63446a24"
"MGI:97491","Pax7","C57BL","E12.5","IMPC_HEM_040_001",0.2320905,"Large Unstained Cell (LUC) differential count","02v621h26839bnh"
"MGI:1914759","Saysd1","C57BL","Early adult","IMPC_IMM_040_001",0.2632812,"CD4 CD44+CD62L- NKT cells","02w19394qs329bg"
"MGI:2141101","Depdc5","C57BL","E15.5","GMC_906_001_017",0.7323633,"Total cholesterol","02w9639q153sk8x"
"MGI:88357","Cdk4","C57BL","E12.5","JAXLA_DXA_004_001",0.6556358,"Bone Mineral Density (excluding skull)","02wm5w5l5rbt6wn"
"MGI:88357","Cdk4","C57BL","Early adult","IMPC_CSD_039_001",0.3492929,"Limb grasp","02wv442za9j48dx"
"MGI:3643383","Calhm1","C57BL","Early adult","JAXLA_CSD_004_001",0.7188477,"Tail - morphology","02x3h09175yl115"
"MGI:1918830","Mtrf1l","129SV","Early adult","GMC_906_001_001",0.09200445,"Glucose","02x4ak9480f5a7e"
"MGI:1915756","Ctnnbip1","C57BL","E15.5","ESLIM_015_001_002",0.6604077,"Urea","02xd886fz8kr989"
"MGI:1913883","Nsa2","C57BL","E15.5","GMC_916_001_013",0.9460566,"Entries on Board","02xprg13o3sez68"
"MGI:2180565","Pnma3","C57BL","Late adult","IMPC_EYE_007_001",0.642473,"Cornea","02y96yesms41q18"
"MGI:2384982","Cdca7l","C57BL","Early adult","IMPC_CSD_013_001",0.3666294,"Coat - hair distribution - abdomen","02yz3rf0lb50t1o"
"MGI:1932386","Ift122","C57BL","Early adult","JAX_LDT_001_001",0.3377418,"Side changes","02yz491xr9le109"
"MGI:88357","Cdk4","C57BL","E15.5","JAXLA_OFD_021_001",0.1158254,"Number of rears - total","02zj702b3v76blx"
"MGI:2384919","Rxylt1","C57BL","E12.5","ESLIM_007_001_005",0.1588453,"Whole arena average speed","0302i274t356364"
"MGI:87939","Adrb3","C57BL","Early adult","CCP_LDT_006_001",0.4557134,"Latency to first transition into light","0302rb34d983723"
"MGI:2385852","Tifab","C57BL","Early adult","GMC_916_001_022",0.960826,"Body weight","030k594g957tt06"
"MGI:1333798","Avil","C57BL","Early adult","IMPC_OFD_010_001",0.9554451,"Periphery distance travelled","030w31o902v31vm"
"MGI:1859866","Cdc20","C57BL","E9.5","GMC_920_001_006",0.2723055,"PIF-active","031411ug245e8l0"
"MGI:1890257","Tas2r103","C57BL","Early adult","IMPC_CBC_028_001",0.5953591,"Creatine kinase","0318cx018yex9b7"
"MGI:1915756","Ctnnbip1",NA,"E15.5","IMPC_CSD_009_001",0.3123615,"Coat - color pattern - head","031r911xfwydn33"
"MGI:98930","Vil1","C57BL","Early adult","JAXLA_OFD_021_001",0.5162249,"Number of rears - total","031u3qy1v4g7w6r"
"MGI:2384919","Rxylt1","C57BL","E12.5","GMC_914_001_003",0.07708535,"Food consumption","0322x9gu4sl8b4k"
"MGI:1917180","Zfp715","C57BL","Early adult","JAX_SLW_014_001",0.9908111,"Breath rate during sleep standard deviation","0326b14p557hb7o"
"MGI:2384982","Cdca7l","C57BL","Early adult","CCP_XRY_060_001",0.8466649,"Transitional vertebrae","0327pr773566ltn"
"MGI:2445160","Kcnh8","C57BL","Middle aged adult","ESLIM_015_001_002",0.1116581,"Urea","03295qth2iuxgj7"
"MGI:106642","Baat","C57BL","Early adult","JAXLA_CSD_036_001",0.7272212,"Startle response","032a78499513025"
"MGI:2445160","Kcnh8","C57BL","Early adult","IMPC_CSD_078_001",0.1271829,"Vocalization","032d29ou157nxo5"
"MGI:104992","Crybb1","C57BL","Early adult","ESLIM_007_001_005",0.4752449,"Whole arena average speed","032m8z2jenpwe67"
"MGI:108278","Ube2m","C57BL","Early adult","GMC_923_001_001",0.3104473,"Body weight","032w10u86i3la36"
"MGI:97491","Pax7","C57BL","E12.5","IMPC_HEM_039_001",0.8550787,"Large Unstained Cell (LUC) count","0330wi42wp9k6t1"
"MGI:1333863","Pde3b","C57BL","Early adult","GMC_906_001_005",0.1078439,"Potassium","033398ke9r0826r"
"MGI:5546359","Xndc1","C57BL","Early adult","IMPC_HEM_035_001",0.09784115,"Eosinophil differential count","0334r89p509hy3j"
"MGI:97491","Pax7","C57BL","Early adult","CCP_LDT_001_001",0.7145498,"Side changes","033669sjtwu7hk0"
"MGI:96538","Il10ra","C57BL","Early adult","IMPC_HEM_039_001",0.4422161,"Large Unstained Cell (LUC) count","033jh63r47hpm85"
"MGI:1919891","Mob2","C57BL","Early adult","JAXLA_DXA_005_001",0.4008913,"Bone Mineral Content (excluding skull)","03499rg2ms92utz"
"MGI:3643534","Angptl8","C57BL","Early adult","IMPC_EYE_018_001",0.9649968,"Fusion between cornea and lens","034hb671qm6y7h3"
"MGI:1933831","Btbd2","C57BL","Early adult","IMPC_CBC_010_001",0.5617072,"Phosphorus","0356sn9fuge033m"
"MGI:2384919","Rxylt1","C57BL","E9.5","IMPC_HEM_027_001",0.5223332,"Red blood cell distribution width","03590h0f878z9fc"
"MGI:88456","Col4a5","C57BL","Early adult","IMPC_HEM_004_001",2.549476e-21,"Hematocrit","035a98131m85829"
"MGI:109186","Ncf4","C57BL","Early adult","GMC_920_001_013",0.4899766,"sTV-active","035i8vzack936mx"
"MGI:97491","Pax7","C57BL","Early adult","IMPC_HEM_008_001",0.7651085,"Platelet count","035y1qlob5k0x32"
"MGI:2442978","Ogfod1","129SV","Early adult","IMPC_HEM_008_001",0.8145372,"Platelet count","035y2190be1w1q1"
"MGI:1913883","Nsa2","C57BL","E15.5","CCP_XRY_062_001",0.3775023,"Polysyndactylism","035y602123mgiq8"
"MGI:2384919","Rxylt1","C57BL","E12.5","IMPC_INS_001_001",0.4096811,"Insulin","0364769l6a4z116"
"MGI:1915485","Mturn","C57BL",NA,"JAX_OFD_009_001",0.09826667,"Whole arena average speed","036b297a657858r"
"MGI:2684789","Lrsam1","C57BL","Early adult","CCP_XRY_031_001",0.7919286,"Digit integrity","036u2x1357qr85t"
"MGI:96538","Il10ra","C57BL","Early adult","IMPC_XRY_061_001",0.3764504,"Fusion of processes","03709gf05go555t"
"MGI:96669","Kcnc3","C57BL","Early adult","GMC_916_001_018",0.374505,"Rearings box","0371o97f77dgaw3"
"MGI:2442221","Zfp652","C57BL","Early adult","IMPC_HEM_006_001",0.5078941,"Mean corpuscular hemoglobin","037267591xokq54"
"MGI:892866","Dgcr2","C57BL","Early adult","JAXLA_DXA_009_001",0.9347464,"Fat/Body weight","0374zkw6eo7sbw9"
"MGI:1926283","Pgap6","C57BL","Early adult","JAXLA_DXA_004_001",0.776729,"Bone Mineral Density (excluding skull)","0377jkqw21834ou"
"MGI:2155959","Lnx2","C57BL","Early adult","IMPC_EYE_007_001",0.9317212,"Cornea","037j7u02322p511"
"MGI:105959","Cox8a","C57BL","Early adult","IMPC_EYE_018_001",NA,"Fusion between cornea and lens","037p4jl9k87167h"
"MGI:2384919","Rxylt1","C57BL","E12.5","JAXLA_CSD_005_001",0.8271128,"Coat - color - back","037xnmmvbd7149m"
"MGI:2384982","Cdca7l","C57BL","Middle aged adult","IMPC_CSD_010_001",0.8337352,"Coat - color pattern - abdomen","03814c96i66kxq3"
"MGI:1915756","Ctnnbip1","C57BL","E15.5","IMPC_EYE_062_001",0.1714572,"Right total retinal thickness","038397lmakzyu65"
"MGI:2685018","Ccdc110","C57BL","Early adult","IMPC_EYE_027_001",0.7415693,"Persistence of hyaloid vascular system","03855w84n81qb37"
"MGI:2684789","Lrsam1","C57BL","Early adult","GMC_916_001_013",0.07045516,"Entries on Board","038fit914dl9rj8"
"MGI:1921004","Thap1","C57BL","E12.5","IMPC_GEO_064_001",0.5181662,"Edema","038qw618ma487pu"
"MGI:2384919","Rxylt1","C57BL","Late adult","IMPC_EYE_057_001",0.6982028,"Min right eye lens density","038rz98k2942578"
"MGI:97491","Pax7","C57BL","E15.5","IMPC_CBC_011_001",0.4581317,"Iron","038u92lb4qi0eoy"
"MGI:2685018","Ccdc110","C57BL","Early adult","GMC_914_001_002",0.36906,"Body temperature rectal","038zi5q6353t66x"
"MGI:3643383","Calhm1","C57BL","Early adult","GMC_920_001_024",0.9658796,"MIF-rest","03937s27t6jz933"
"MGI:1932386","Ift122","C57BL","Early adult","IMPC_EYE_069_001",0.2438928,"Left inner nuclear layer","0394f88lh0xx57w"
"MGI:3646964","Fscb","C57BL","early adult","IMPC_ACS_006_001",0.4038274,"Response amplitude - S","03956i815p0x9jl"
"MGI:1351872","Slco2b1","C57BL","Early adult","IMPC_IMM_033_002",0.181417,"NaÃÂ¯ve CD8+ T cells - % of live leukocytes (Panel A)","03973zt902941a7"
"MGI:2684866","Slfn14","C57BL","Early adult","JAX_OFD_020_001",0.2536803,"Distance travelled - total","0398sb69152a45v"
"MGI:1915485","Mturn","C57BL","Early adult","IMPC_CSD_005_001",0.5062373,"Coat - color - back","039in6u20g41v77"
"MGI:87939","Adrb3","C57BL","Early adult","GMC_906_001_005",0.9401093,"Potassium","039ly57505w63l4"
"MGI:2384919","Rxylt1","C57BL","Late adult","IMPC_EYE_027_001",0.122888,"Persistence of hyaloid vascular system","039v90v124191js"
"MGI:2180565","Pnma3","C57BL","Middle aged adult","IMPC_DXA_009_001",0.09010481,"Fat/Body weight","039v9bi1p19dq6a"
"MGI:1915756","Ctnnbip1","C57BL","E15.5","GMC_920_001_011",0.6065958,"MIF-active","03cid896y0uor68"
"MGI:3588207","Dnaaf3","C57BL","E18.5","IMPC_CBC_016_001",0.4058762,"HDL-cholesterol","03dna09a5025883"
"MGI:1916340","Ascc1","C57BL","E18.5","IMPC_OFD_010_001",0.424749,"Periphery distance travelled","03e689vp2e2mo88"
"MGI:97491","Pax7",NA,"E12.5","JAXLA_CSD_012_001",0.566033,"Coat - hair distribution - head","03e916ef06g9l88"
"MGI:96669","Kcnc3","C57BL","Late adult","ESLIM_007_001_009",0.4534144,"Periphery average speed","03f0757i4af28i1"
"MGI:95321","Emb","C57BL","Early adult","IMPC_CSD_078_001",0.7241877,"Vocalization","03f6n204og2ey63"
"MGI:108278","Ube2m","C57BL","Early adult","IMPC_GEP_029_002",0.2145408,"Cyanosis","03g24f1546552vf"
"MGI:104294","Tyro3","C57BL","Early adult","GMC_912_001_008",0.1686642,"B-Wave 12500 Cd/mÂ² right eye","03gv3p2je3840j3"
"MGI:3588207","Dnaaf3","C57BL","E18.5","IMPC_DXA_003_001",0.8507978,"Lean mass","03ha838230r74xx"
"MGI:1921004","Thap1","C57BL","E12.5","GMC_916_001_021",0.2534817,"Line crossings","03i0939lzt64963"
"MGI:2143698","Vezt","C57BL","Early adult","JAX_OFD_013_001",0.382169,"Periphery average speed","03i4o29679y30ia"
"MGI:1201378","Anxa3","C57BL","Early adult","IMPC_HEM_031_001",0.5439686,"Lymphocyte differential count","03ja3n3c1uzy202"
"MGI:2443219","Tmem260","C57BL","Early adult","IMPC_IMM_033_002",0.6186504,"NaÃÂ¯ve CD8+ T cells - % of live leukocytes (Panel A)","03k1mmna581d6o4"
"MGI:106642","Baat","C57BL","Early adult","IMPC_XRY_001_001",0.8873258,"Skull shape","03k6w07zn3464fk"
"MGI:1098240","Kif16b","C57BL","Early adult","IMPC_EYE_064_001",0.4931722,"Right outer nuclear layer","03k77n1f34mz6j9"
"MGI:1913883","Nsa2","C57BL","Early adult","GMC_920_001_013",0.3902381,"sTV-active","03kxad79092x39e"
"MGI:1926283","Pgap6","C57BL","E18.5","GMC_906_001_001",0.3475001,"Glucose","03m5d31xjjt2r3q"
"MGI:1916071","Fcsk","C57BL","Early adult","IMPC_CBC_028_001",0.4966948,"Creatine kinase","03o72kc75w2s5n9"
"MGI:2443086","Mindy2","C57BL","Late adult","JAX_OFD_014_001",0.3257862,"Center distance travelled","03p4ts5023f38fa"
"MGI:2139134","Cercam","C57BL","Early adult","MGP_PBI_008_001",0.9156539,"CD4+ CD25+ alpha beta regulatory T cell percentage","03qi056dtdio582"
"MGI:1351872","Slco2b1","C57BL","Early adult","IMPC_OWT_002_001",0.2278552,"Spleen weight","03r3023x95r7173"
"MGI:2442978","Ogfod1","C57BL","Early adult","IMPC_CBC_009_001",0.2258554,"Calcium","03r5wd8ps7oinb1"
"MGI:2385852","Tifab","C57BL","Early adult","IMPC_CSD_005_001",0.07314278,"Coat - color - back","03t286r6can1u4b"
"MGI:1933831","Btbd2","C57BL","Early adult","IMPC_IMM_033_002",0.5588174,"NaÃÂ¯ve CD8+ T cells - % of live leukocytes (Panel A)","03u780id5818k53"
"MGI:1916419","Fcmr","C57BL","Early adult","IMPC_CBC_017_001",0.2295831,"Triglycerides","03u904g319hsam6"
"MGI:1344370","Ndufc2","C57BL","Early adult","IMPC_CBC_005_001",0.634001,"Creatinine","03ulc68l157jw04"
"MGI:2384982","Cdca7l","C57BL","Early adult","IMPC_HEM_004_001",0.8618621,"Hematocrit","03ulj5g2ye4tra1"
"MGI:2143698","Vezt","C57BL","Early adult","IMPC_EYE_069_001",0.9553333,"Left inner nuclear layer","03vrl91f5m507i0"
"MGI:96669","Kcnc3","C57BL","Early adult","IMPC_GRS_011_001",0.5480643,"Forelimb and hindlimb grip strength normalised against body weight","03w15606yp11098"
"MGI:2442978","Ogfod1","C57BL","Early adult","IMPC_ACS_035_001",0.1949087,"% Pre-pulse inhibition - PPI3","03wch2z71qqp6ma"
"MGI:109186","Ncf4","C57BL","Early adult","GMC_920_001_006",0.7122906,"PIF-active","03y1481026q2q1y"
"MGI:2442221","Zfp652","C57BL","E18.5","GMC_905_001_003",0.1409828,"Platelet","04039v1hb98h3qa"
"MGI:2155959","Lnx2","C57BL","Early adult","CCP_XRY_031_001",0.5777269,"Digit integrity","040429nd7cw3wrw"
"MGI:2654703","Otud7b","C57BL","Early adult","ESLIM_009_001_703",NA,"Forelimb grip strength normalised against body weight","040rb0bcf0h5842"
"MGI:2143698","Vezt","C57BL","E9.5","GMC_912_001_008",0.7542348,"B-Wave 12500 Cd/mÂ² right eye","040uoe709kxwqc4"
"MGI:1921004","Thap1","C57BL","E12.5","IMPC_ABR_006_001",0.5623955,"12kHz-evoked ABR Threshold","040x43fep3j3c9k"
"MGI:1914780","Uqcrb","C57BL","Early adult","CCP_XRY_060_001",0.2915056,"Transitional vertebrae","040zg14bu7fr09n"
"MGI:1917933","Utp20","C57BL","E9.5","GMC_912_001_008",0.3854112,"B-Wave 12500 Cd/mÂ² right eye","0412005xe907m52"
"MGI:2686600","Zfp174","C57BL","Late adult","IMPC_XRY_019_001",0.8472021,"Fusion of vertebrae","04143n010np644y"
"MGI:2384974","Flvcr2","C57BL","Early adult","GMC_920_001_024",0.391868,"MIF-rest","04190383g013h5t"
"MGI:1913883","Nsa2","C57BL","Early adult","IMPC_ABR_008_001",0.4495128,"18kHz-evoked ABR Threshold","041blip4y2ex47s"
"MGI:2684917","Vcpkmt","C57BL","Early adult","GMC_920_001_004",0.6352055,"TV-active","041in0q072f8553"
"MGI:5546359","Xndc1","C57BL","Early adult","IMPC_CBC_014_001",0.06927752,"Alkaline phosphatase","041o0ir6e9u0354"
"MGI:1917933","Utp20","C57BL","E9.5","IMPC_CBC_058_001",0.8593194,"Cholesterol ratio","0421t979k40ggqa"
"MGI:2681846","Mpv17l2","C57BL","Early adult","GMC_920_001_019",0.6836436,"PIF-rest","0422j4898jkx92t"
"MGI:2384919","Rxylt1","C57BL","E12.5","ESLIM_015_001_013",0.783212,"Aspartate aminotransferase","0438nd54r1w0za5"
"MGI:1926283","Pgap6","C57BL","E18.5","GMC_921_001_002",0.7821199,"Body weight","043hp9aj555d444"
"MGI:2681846","Mpv17l2","C57BL","Early adult","JAX_OFD_017_001",0.9288312,"Center average speed","043k7v25fb40w1m"
"MGI:2443086","Mindy2","C57BL","Late adult","JAXLA_OFD_021_001",0.6518615,"Number of rears - total","043mmv88260psf2"
"MGI:2685508","A830031A19Rik","C57BL","Early adult","IMPC_CBC_015_001",0.738905,"Total cholesterol","043s3r65hq002z2"
"MGI:1916419","Fcmr","C57BL","Early adult","IMPC_CSD_008_001",0.4218457,"Coat - color pattern - back","0442bz65g01j4j3"
"MGI:1921004","Thap1","C57BL","E12.5","JAXLA_OFD_010_001",0.9186666,"Periphery distance travelled","044492m08e021o4"
"MGI:892866","Dgcr2","C57BL","Early adult","UCDLA_CBC_015_001",0.4594051,"Total cholesterol","0445ch8jusx3mea"
"MGI:88357","Cdk4","C57BL","E15.5","IMPC_ABR_010_001",0.9907913,"24kHz-evoked ABR Threshold","044g557v3y71tl0"
"MGI:1917933","Utp20","C57BL","E18.5","IMPC_CBC_009_001",0.6167179,"Calcium","0455e2106028025"
"MGI:2444785","Dcaf5","C57BL","Early adult","GMC_906_001_017",0.6720619,"Total cholesterol","04560w6z9xt9v70"
"MGI:2685298","Trim56","C57BL","Early adult","GMC_912_001_008",0.5498996,"B-Wave 12500 Cd/mÂ² right eye","045kura8huo23kq"
"MGI:2141101","Depdc5","C57BL","Early adult","GMC_906_001_005",0.6702764,"Potassium","045p3664j2h1159"
"MGI:1921004","Thap1","C57BL","E12.5","IMPC_OFD_013_001",0.7930838,"Periphery average speed","045s4uk1866q20v"
"MGI:2684917","Vcpkmt","C57BL","Early adult","GMC_923_001_001",0.1457092,"Body weight","045xuygat13667k"
"MGI:2384919","Rxylt1","C57BL","E9.5","GMC_912_001_008",0.6220603,"B-Wave 12500 Cd/mÂ² right eye","0464psn3iuc7733"
"MGI:1918830","Mtrf1l","C57BL","Early adult","IMPC_CBC_006_001",0.05467175,"Total protein","046r6gkqjqqxh1r"
"MGI:88456","Col4a5","C57BL","Early adult","IMPC_EYE_017_001",0.5664572,"Lens Opacity","0470e7o4we657s9"
"MGI:2443086","Mindy2","C57BL","Middle aged adult","IMPC_EYE_062_001",0.1657478,"Right total retinal thickness","0473bl6724hofqc"
"MGI:1926283","Pgap6","C57BL","Early adult","ESLIM_015_001_013",0.1397495,"Aspartate aminotransferase","048276y892fs130"
"MGI:1926020","Arl14ep","C57BL","Early adult","IMPC_DXA_005_001",0.8808515,"Bone Mineral Content (excluding skull)","048pf059978j2zv"
"MGI:1913883","Nsa2","C57BL","E15.5","IMPC_GRS_008_001",0.6548827,"Forelimb grip strength measurement mean","048qy13939f6jw4"
"MGI:109186","Ncf4","C57BL","Early adult","CCP_LDT_006_001",0.7174005,"Latency to first transition into light","048xvi8qiu477pn"
"MGI:1926283","Pgap6","C57BL","E18.5","JAXLA_CSD_005_001",0.4544424,"Coat - color - back","0499npn9dwf29uw"
"MGI:2385852","Tifab","C57BL","Early adult","IMPC_GRS_008_001",0.7170636,"Forelimb grip strength measurement mean","049d33iy2i38189"
"MGI:2384919","Rxylt1","C57BL","E12.5","IMPC_DXA_006_001",0.8912849,"Body length","049nnphz616k4gg"
"MGI:1917933","Utp20","C57BL","E18.5","JAX_OFD_020_001",0.1151153,"Distance travelled - total","04a3jw26e47kguj"
"MGI:95321","Emb","C57BL","Early adult","JAXLA_CBC_018_001",0.4637531,"Glucose","04c7mj19sn27ira"
"MGI:1344370","Ndufc2","C57BL","Early adult","IMPC_XRY_012_001",0.8105647,"Pelvis","04cc8q8ex781563"
"MGI:1926283","Pgap6","C57BL","Early adult","MGP_PBI_008_001",0.9008903,"CD4+ CD25+ alpha beta regulatory T cell percentage","04cug57ssc4smvf"
"MGI:1861441","Rab27a","C57BL","Early adult","IMPC_HEM_035_001",0.6046621,"Eosinophil differential count","04d4rmhwi6w9547"
"MGI:105959","Cox8a","C57BL","Early adult","IMPC_CBC_028_001",0.8516643,"Creatine kinase","04dn2p77654263o"
"MGI:1917933","Utp20","C57BL","Early adult","IMPC_CSD_005_001",0.3495793,"Coat - color - back","04e2lh2tw9b0dv1"
"MGI:2384974","Flvcr2","C57BL","Early adult","JAXLA_DXA_008_001",0.4539667,"Lean/Body weight","04e59r6xm2o5aen"
"MGI:2384974","Flvcr2","C57BL","Early adult","IMPC_EYE_062_001",0.9916015,"Right total retinal thickness","04ed2itbcfi1838"
"MGI:2180565","Pnma3","C57BL","Late adult","ESLIM_015_001_002",0.4541003,"Urea","04efexi0iy5sp98"
"MGI:1914759","Saysd1","C57BL","Early adult","GMC_923_001_001",0.434339,"Body weight","04eo04ur2mpx557"
"MGI:97491","Pax7","C57BL","Early adult","IMPC_ABR_006_001",0.09348568,"12kHz-evoked ABR Threshold","04f33rgk9eb9owi"
"MGI:2442221","Zfp652","C57BL","E18.5","GMC_921_001_002",0.3406499,"Body weight","04fta21kpt81n45"
"MGI:1926283","Pgap6","C57BL","Early adult","CCP_LFO_007_001",NA,"Hqp","04gc9z9952809dj"
"MGI:1918830","Mtrf1l","129SV","Early adult","IMPC_DXA_002_001",0.7267679,"Fat mass","04h1q135jx7v252"
"MGI:104992","Crybb1","C57BL","Early adult","GMC_920_001_035",0.4612886,"Ti/TT-sleep","04h2ky4zew260ev"
"MGI:2444785","Dcaf5","C57BL","Early adult","IMPC_EYE_092_002",5.556037e-08,"Retina (combined)","04h46q484gzq66q"
"MGI:87939","Adrb3","C57BL","Early adult","GMC_920_001_035",0.1007841,"Ti/TT-sleep","04ij9900l948tfk"
"MGI:108278","Ube2m","C57BL","E9.5","CCP_XRY_031_001",0.8248274,"Digit integrity","04j60st98ckcbk1"
"MGI:2445160","Kcnh8","C57BL","Early adult","IMPC_GRS_010_001",0.4149545,"Forelimb grip strength normalised against body weight","04k03cqmt9ufmn3"
"MGI:1932386","Ift122","C57BL","Early adult","IMPC_GRS_008_001",0.1835625,"Forelimb grip strength measurement mean","04kz3y8o7071r39"
"MGI:1338893","Padi1","C57BL","Early adult","IMPC_HEM_006_001",0.4822533,"Mean corpuscular hemoglobin","04l612s64457p01"
"MGI:87939","Adrb3","C57BL","Early adult","IMPC_OFD_010_001",0.9619574,"Periphery distance travelled","04l6yu5495ycn3n"
"MGI:88456","Col4a5","C57BL","Early adult","GMC_921_001_002",0.7930685,"Body weight","04l7cg50q2540ou"
"MGI:1917933","Utp20","C57BL","E18.5","IMPC_EYE_092_001",0.1513641,"Retina (combined)","04n92r2b1r27t0c"
"MGI:3652306","Krtap4-8","C57BL","Early adult","IMPC_EYE_019_001",0.5384018,"Synechia","04oe9fd2865arg2"
"MGI:2137624","Pom121","C57BL","Early adult","IMPC_ACS_035_001",0.868118,"% Pre-pulse inhibition - PPI3","04p586u0g5426z7"
"MGI:1921004","Thap1","C57BL","E9.5","IMPC_CSD_010_001",0.1382767,"Coat - color pattern - abdomen","04pn8tr7xh7n4f2"
"MGI:1859866","Cdc20","C57BL","Early adult","IMPC_INS_001_001",0.633678,"Insulin","04pq2p579w17550"
