parameter_name,parameter_description,parameter_id
Pre-pulse stimulus 1,pre_pulse_stimulus_1,IMPC_ACS_017_001
Pre-pulse stimulus 2,pre_pulse_stimulus_2,IMPC_ACS_018_001
Pre-pulse stimulus 3,pre_pulse_stimulus_3,IMPC_ACS_019_001
Pre-pulse stimulus 4,pre_pulse_stimulus_4,IMPC_ACS_020_001
Inter-trial interval,inter_trial_interval,IMPC_ACS_021_001
Number of trials,number_of_trials,IMPC_ACS_022_001
In-chamber adapt time,in_chamber_adapt_time,IMPC_ACS_023_001
Stimulus order,stimulus_order,IMPC_ACS_024_001
Mouse chamber ID,mouse_chamber_id,IMPC_ACS_025_001
Equipment ID,equipment_name,IMPC_ACS_026_001
Equipment manufacturer,equipment_manufacturer,IMPC_ACS_027_001
Equipment model,equipment_model,IMPC_ACS_028_001
Software version,software_version,IMPC_ACS_029_001
Mouse chamber dimension,mouse_chamber_dimension,IMPC_ACS_030_001
Sound generator manufacturer,sound_generator,IMPC_ACS_031_001
Sound-proof box dimension,sound_proof_box_dimension,IMPC_ACS_032_001
% Pre-pulse inhibition - PPI1,_pre_pulse_inhibition_pp1,IMPC_ACS_033_001
% Pre-pulse inhibition - PPI2,_pre_pulse_inhibition_pp2,IMPC_ACS_034_001
% Pre-pulse inhibition - PPI3,_pre_pulse_inhibition_pp3,IMPC_ACS_035_001
% Pre-pulse inhibition - PPI4,_pre_pulse_inhibition_pp4,IMPC_ACS_036_001
% Pre-pulse inhibition - Global,_pre_pulse_inhibition_global,IMPC_ACS_037_001
Date equipment last calibrated,NA,IMPC_ACS_038_001
Inter PP-S stimulus interval,NA,IMPC_ACS_013_001
Sound generator model,NA,IMPC_ACS_039_001
Number of signals,NA,IMPC_ECG_001_001
HR,NA,IMPC_ECG_002_001
CV,NA,IMPC_ECG_003_001
RR,NA,IMPC_ECG_004_001
PQ,NA,IMPC_ECG_005_001
PR,NA,IMPC_ECG_006_001
QRS,NA,IMPC_ECG_007_001
ST,NA,IMPC_ECG_008_001
HRV,NA,IMPC_ECG_010_001
Mean SR amplitude,NA,IMPC_ECG_012_001
Mean R amplitude,NA,IMPC_ECG_013_001
rMSSD,NA,IMPC_ECG_014_001
pNN5(6>ms),NA,IMPC_ECG_015_001
Equipment ID,NA,IMPC_ECG_016_001
Equipment Manufacturer,NA,IMPC_ECG_017_001
Equipment Model,NA,IMPC_ECG_018_001
Anesthetic,NA,IMPC_ECG_019_001
Experimenter ID,NA,IMPC_ECG_020_001
Noise level,NA,IMPC_ECG_021_001
Light level,NA,IMPC_ECG_022_001
Date equipment last calibrated,NA,IMPC_ECG_023_001
QTc,NA,IMPC_ECG_009_002
Analysis Software,NA,IMPC_ECG_024_001
Waveform Image,NA,IMPC_ECG_025_001
Waveform Image Comment,Free text comment on the waveform image. Use parameterAssociation of the image parameter to link to this text.,IMPC_ECG_026_001
Lead Configuration,NA,IMPC_ECG_027_001
QT,NA,IMPC_ECG_028_001
QT Dispersion,NA,IMPC_ECG_029_001
Data acquisition sampling rate,NA,IMPC_ECG_030_001
Abnormal ECG detected,NA,IMPC_ECG_031_001
Brain,brain,IMPC_PAT_001_002
Eye with optic nerve,eye_with_optic_nerve,IMPC_PAT_002_002
Spinal cord,spinal_cord,IMPC_PAT_003_002
Thymus,thymus,IMPC_PAT_004_002
Thyroid,thyroid,IMPC_PAT_005_002
Heart,heart,IMPC_PAT_006_002
Trachea,trachea,IMPC_PAT_007_002
Esophagus,esophagus,IMPC_PAT_008_002
Lung,lung,IMPC_PAT_009_002
Liver,liver,IMPC_PAT_010_002
Gall bladder,gall_bladder,IMPC_PAT_011_002
Stomach,stomach,IMPC_PAT_012_002
Small intestine,small_intestine,IMPC_PAT_013_002
Large intestine,large_intestine,IMPC_PAT_014_002
Pancreas,pancreas,IMPC_PAT_015_002
Spleen,spleen,IMPC_PAT_016_002
Kidney,kidney,IMPC_PAT_017_002
Adrenal gland,adrenal_gland,IMPC_PAT_018_002
Mammary gland,mammary_gland,IMPC_PAT_019_002
Lymph node,lymph_node,IMPC_PAT_020_002
Skin,skin,IMPC_PAT_021_002
Skeletal muscle,skeletal_muscle,IMPC_PAT_022_002
Urinary bladder,urinary_bladder,IMPC_PAT_023_002
Testes,testes,IMPC_PAT_024_002
Epididymis,epididymis,IMPC_PAT_025_002
Prostate,prostate,IMPC_PAT_026_002
Seminal vesicle,seminal_vesicles,IMPC_PAT_027_002
Ovary,ovary,IMPC_PAT_028_002
Uterus,uterus,IMPC_PAT_029_002
Body Weight,body_weight,IMPC_PAT_049_002
Images,images,IMPC_PAT_057_002
Comments (in English),General comments in English,IMPC_PAT_032_002
Experimenter ID,experimenter,IMPC_PAT_052_002
Method of sacrifice,sacrifice,IMPC_PAT_054_002
Method of Blood Collection,blood_collection,IMPC_PAT_055_002
Equipment ID,equipment_name,IMPC_PAT_056_002
Fixative,fixative,IMPC_PAT_058_002
Date equipment last calibrated,NA,IMPC_PAT_059_002
Equipment manufacturer,NA,IMPC_PAT_060_002
Equipment model,NA,IMPC_PAT_061_002
Date of sacrifice,NA,IMPC_PAT_030_002
ID for sample banking protocol,ID for center-specific cassette processing protocol,IMPC_PAT_031_002
Balance manufacturer,NA,IMPC_PAT_033_001
Balance model,NA,IMPC_PAT_034_001
Camera resolution,NA,IMPC_PAT_035_001
Eye fixative,NA,IMPC_PAT_036_001
Salivary gland,NA,IMPC_PAT_062_001
Sternum,NA,IMPC_PAT_063_001
Femur,NA,IMPC_PAT_064_001
Bone marrow,NA,IMPC_PAT_065_001
Brown fat,NA,IMPC_PAT_066_001
Tibia,NA,IMPC_PAT_067_001
Knee joint,NA,IMPC_PAT_068_001
Trigeminal V nerve,NA,IMPC_PAT_069_001
Nasal cavity,NA,IMPC_PAT_070_001
Ear,NA,IMPC_PAT_071_001
Tooth,NA,IMPC_PAT_072_001
Tongue,NA,IMPC_PAT_073_001
Sciatic nerve,NA,IMPC_PAT_074_001
Bone,NA,IMPC_PAT_075_001
Tissue available for distribution,Are there tissue blocks available for distribution?,IMPC_PAT_076_001
QTc,NA,IMPC_ECG_009_001
QTc Dispersion,NA,IMPC_ECG_011_001
Population average,NA,IMPC_MAA_001_001
T-statistics determinents,NA,IMPC_MAA_002_001
T-statistics intensities,NA,IMPC_MAA_003_001
FDR thresholds for determinents,NA,IMPC_MAA_004_001
FDR thresholds for intensities,NA,IMPC_MAA_005_001
Used WT specimen names,NA,IMPC_MAA_006_001
Used MUT specimen names,NA,IMPC_MAA_007_001
Version of pydpiper,NA,IMPC_MAA_008_001
Data analysis finished,NA,IMPC_MAA_009_001
Pericardium Morphology,pericardium_morphology,IMPC_GEM_007_001
Visceral yolk sac morphology,visceral_yolk_sac_morphology,IMPC_GEM_017_001
Embryo Size,embryo_size,IMPC_GEM_019_001
Ear Morphology,abnormal_ear_morphology,IMPC_GEM_021_001
Skin Appearance,skin_appearance,IMPC_GEM_024_001
Limb Bud Morphology,limb_bud_morphology,IMPC_GEM_027_001
Limb Plate Morphology,limb_plate_morphology,IMPC_GEM_028_001
Tail Morphology,tail_morphology,IMPC_GEM_029_001
Liver Size,liver_size,IMPC_GEM_032_001
Neural Tube Closure,neural_tube_closure,IMPC_GEM_036_001
Eye Morphology,eye_morphology,IMPC_GEM_041_001
Head shape,head_shape,IMPC_GEM_047_001
Comment on image,comment_on_image,IMPC_GEM_048_001
Images,images,IMPC_GEM_049_001
Experimenter ID,experimenter_id,IMPC_GEM_050_001
Equipment ID,equipment_id,IMPC_GEM_051_001
Equipment Manufacturer,equipment_manufacturer,IMPC_GEM_052_001
Equipment Model,equipment_model,IMPC_GEM_053_001
Fixative,fixative,IMPC_GEM_054_001
Time of Dissection,time_of_dissection,IMPC_GEM_055_001
Somite Stage,somite_stage,IMPC_GEM_056_001
Time of dark cycle start,time_of_dark_cycle_start,IMPC_GEM_057_001
Time of dark cycle end,time_of_dark_cycle_end,IMPC_GEM_058_001
Date equipment last calibrated,date_equipment_last_calibrated,IMPC_GEM_059_001
Pale yolk sac,pale_yolk_sac,IMPC_GEM_016_002
Pallor,pallor,IMPC_GEM_025_002
Blebs,blebs,IMPC_GEM_026_002
Pale Liver,pale_liver,IMPC_GEM_033_002
Microphthalmia,microphthalmia,IMPC_GEM_043_002
Anophthalmia,anophthalmia,IMPC_GEM_044_002
Severely Dysmorphic,NA,IMPC_GEM_060_001
Abdominal wall,NA,IMPC_GEM_061_001
Craniofacial morphology,NA,IMPC_GEM_062_001
Facial cleft,NA,IMPC_GEM_063_001
Facial hypoplasia,NA,IMPC_GEM_064_001
Heart looping,NA,IMPC_GEM_065_001
Heart morphology,NA,IMPC_GEM_066_001
Left-right axis patterning,NA,IMPC_GEM_067_001
Forebrain morphology,NA,IMPC_GEM_068_001
Hindbrain morphology,NA,IMPC_GEM_069_001
Midbrain morphology,NA,IMPC_GEM_070_001
Microcephaly,NA,IMPC_GEM_071_001
Rostal-caudal patterning,NA,IMPC_GEM_072_001
Vascular morphology,NA,IMPC_GEM_073_001
CRL,NA,IMPC_GEM_074_001
Delayed embryonic development,NA,IMPC_GEM_075_001
Edema,NA,IMPC_GEM_076_001
Hemorrhage,NA,IMPC_GEM_077_001
Polydactyly,NA,IMPC_GEM_078_001
Exencephaly,exencephaly,IMPC_GEM_079_001
Body weight before experiment,body_weight_before_experiment,IMPC_CAL_001_001
Body weight after experiment,body_weight_after_experiment,IMPC_CAL_002_001
Oxygen consumption,oxygen_consumption,IMPC_CAL_003_001
Carbon dioxide production,carbon_dioxide_production,IMPC_CAL_004_001
Heat production (metabolic rate),heat_production_metabolic_rate_,IMPC_CAL_005_001
Ambulatory activity  (no. of beam cuts),ambulatory_activity_no_of_beam_cuts_,IMPC_CAL_006_001
Total activity  (no. of fine movement + no. of beam cuts),total_activity_no_of_fine_movement_no_of_beam_cuts_,IMPC_CAL_007_001
Total food intake,total_food_intake,IMPC_CAL_008_001
Cumulative food intake,cumulative_food_intake,IMPC_CAL_009_001
Time of dark cycle start,The starting time of the dark cycle. E.g. 7 p.m.,IMPC_CAL_010_001
Room temperature,room_temperature,IMPC_CAL_011_001
Acclimation to respirometry cages,acclimation_to_respirometry_cages,IMPC_CAL_012_001
Duration of test,duration_of_test,IMPC_CAL_013_001
Equipment ID,equipment_name,IMPC_CAL_014_001
Equipment manufacturer,equipment_manufacturer,IMPC_CAL_015_001
Equipment model,equipment,IMPC_CAL_016_001
Respiratory Exchange Ratio,respiratory_exchange_ratio,IMPC_CAL_017_001
Experimenter ID,NA,IMPC_CAL_018_001
Date equipment last calibrated,NA,IMPC_CAL_019_001
Time of dark cycle end,The ending time of the dark cycle. E.g. 7 a.m.,IMPC_CAL_020_001
Total water intake,NA,IMPC_CAL_021_001
Cumulative water intake,NA,IMPC_CAL_022_001
End-Systolic Diameter,NA,IMPC_ECH_001_001
End-Diastolic Diameter,NA,IMPC_ECH_002_001
Stroke Volume,NA,IMPC_ECH_003_001
Ejection Fraction,NA,IMPC_ECH_004_001
Fractional Shortening,NA,IMPC_ECH_005_001
Cardiac Output,NA,IMPC_ECH_006_001
LVAWd,NA,IMPC_ECH_007_001
LVIDd,NA,IMPC_ECH_008_001
LVPWd,NA,IMPC_ECH_009_001
LVAWs,NA,IMPC_ECH_010_001
LVIDs,NA,IMPC_ECH_011_001
LVPWs,NA,IMPC_ECH_012_001
HR,NA,IMPC_ECH_013_001
Body Temp,NA,IMPC_ECH_014_001
VTI of aortic flow (Pulse wave doppler mode),NA,IMPC_ECH_015_001
Aortic diameter (Dao),NA,IMPC_ECH_016_001
Tpeak Tend Interval,NA,IMPC_ECH_017_001
Respiration Rate,NA,IMPC_ECH_018_001
Equipment ID,NA,IMPC_ECH_019_001
Equipment Manufacturer,NA,IMPC_ECH_020_001
Equipment Model,NA,IMPC_ECH_021_001
Anesthetic,NA,IMPC_ECH_022_001
Experimenter ID,NA,IMPC_ECH_023_001
Date equipment last calibrated,NA,IMPC_ECH_024_001
M-Mode Images,NA,IMPC_ECH_025_001
Sodium,sodium,IMPC_CBC_001_001
Potassium,potassium,IMPC_CBC_002_001
Chloride,chloride,IMPC_CBC_003_001
Urea (Blood Urea Nitrogen - BUN),urea,IMPC_CBC_004_001
Creatinine,creatinine_enzymatic_method_preferred_,IMPC_CBC_005_001
Total protein,total_protein,IMPC_CBC_006_001
Albumin,albumin,IMPC_CBC_007_001
Total bilirubin,total_bilirubin,IMPC_CBC_008_001
Calcium,calcium,IMPC_CBC_009_001
Phosphorus,phosphate,IMPC_CBC_010_001
Iron,iron,IMPC_CBC_011_001
Aspartate aminotransferase,aspartate_aminotransferase,IMPC_CBC_012_001
Alanine aminotransferase,alanine_aminotransferase,IMPC_CBC_013_001
Alkaline phosphatase,alkaline_phosphatase,IMPC_CBC_014_001
Total cholesterol,total_cholesterol,IMPC_CBC_015_001
HDL-cholesterol,hdl_cholesterol,IMPC_CBC_016_001
Triglycerides,triglycerides,IMPC_CBC_017_001
Glucose,glucose,IMPC_CBC_018_001
LIH (Hemolysis Severity - available on AU analysers),lih_hemolysis_severity_available_on_au_analysers_,IMPC_CBC_019_001
Fructosamine,fructosamine,IMPC_CBC_020_001
Lipase,lipase,IMPC_CBC_021_001
Lactate dehydrogenase,lactate_dehydrogenase,IMPC_CBC_022_001
Alpha-amylase,alpha_amylase,IMPC_CBC_023_001
UIBC (unsaturated iron binding capacity),uibc_unsaturated_iron_binding_capacity_,IMPC_CBC_024_001
LDL-cholesterol,ldl_cholesterol,IMPC_CBC_025_001
Free fatty acids,free_fatty_acids,IMPC_CBC_026_001
Glycerol,glycerol,IMPC_CBC_027_001
Creatine kinase,creatine_kinase,IMPC_CBC_028_001
Uric acid,uric_acid,IMPC_CBC_029_001
Ferritin,ferritin,IMPC_CBC_030_001
Transferrin,transferrin,IMPC_CBC_031_001
C-reactive protein,c_reactive_protein,IMPC_CBC_032_001
Equipment ID,equipment_name,IMPC_CBC_033_001
Equipment manufacturer,equipment_manufacturer,IMPC_CBC_034_001
Equipment model,equipment_model,IMPC_CBC_035_001
Anesthesia used for blood collection,anesthesia_used_for_blood_collection,IMPC_CBC_036_001
Method of blood collection,method_of_blood_collection,IMPC_CBC_037_001
Anticoagulant,anticoagulant,IMPC_CBC_038_001
Samples kept on ice between collection and analysis,samples_kept_on_ice_between_collection_and_analysis,IMPC_CBC_042_001
Sample status,sample_status,IMPC_CBC_043_001
Sample dilution,plasma_dilution,IMPC_CBC_044_001
ID of blood collection SOP,id_of_blood_collection_sop,IMPC_CBC_045_001
Date and time of blood collection,date_and_time_of_blood_collection,IMPC_CBC_046_001
Hemolysis status,hemolysis_status,IMPC_CBC_048_001
Blood collection experimenter ID,NA,IMPC_CBC_049_001
Date equipment last calibrated,NA,IMPC_CBC_050_001
Blood collection tubes,NA,IMPC_CBC_039_001
Date and time of sacrifice,NA,IMPC_CBC_040_001
Storage temperature from blood collection till measurement,NA,IMPC_CBC_041_001
Blood analysis experimenter ID,NA,IMPC_CBC_051_001
Glycosilated hemoglobin A1c (HbA1c),NA,IMPC_CBC_052_001
Thyroxine,NA,IMPC_CBC_053_001
Magnesium,NA,IMPC_CBC_054_001
Difficult bleed,NA,IMPC_CBC_055_001
Sample type,NA,IMPC_CBC_056_001
Fasting,NA,IMPC_CBC_057_001
Cholesterol ratio,TC/HDLC ratio,IMPC_CBC_058_001
Reagent manufacturer,NA,IMPC_CBC_059_001
Abdominal wall,NA,IMPC_GEO_062_001
Craniofacial morphology,NA,IMPC_GEO_063_001
Edema,NA,IMPC_GEO_064_001
Limb morphology,NA,IMPC_GEO_065_001
Microcephaly,NA,IMPC_GEO_066_001
Syndactyly,NA,IMPC_GEO_067_001
CRL,NA,IMPC_GEO_068_001
Delayed embryonic development,NA,IMPC_GEO_069_001
Blebs,NA,IMPC_GEO_070_001
Facial hypoplasia,NA,IMPC_GEO_071_001
Pallor,NA,IMPC_GEO_072_001
Body Weight,body_weight,IMPC_IPG_001_001
Blood glucose concentration,blood_glucose_concentration,IMPC_IPG_002_001
Equipment ID,equipment_name,IMPC_IPG_003_001
Equipment manufacturer,equipment_manufacturer,IMPC_IPG_004_001
Equipment model,equipment_model,IMPC_IPG_005_001
Mouse restrained,mouse_restrained,IMPC_IPG_006_001
Type of strip,type_of_strip,IMPC_IPG_007_001
Experimenter ID,NA,IMPC_IPG_008_001
Date equipment last calibrated,NA,IMPC_IPG_009_001
Fasted blood glucose concentration,NA,IMPC_IPG_010_001
Initial response to glucose challenge,NA,IMPC_IPG_011_001
Area under glucose response curve,NA,IMPC_IPG_012_001
Upper limit of the meter,NA,IMPC_IPG_013_001
Insulin,insulin,IMPC_INS_001_001
Type of kit,type_of_kit,IMPC_INS_002_001
Kit manufacturer,kit_manufacturer,IMPC_INS_003_001
Kit lot number,kit_lot_number,IMPC_INS_004_001
Equipment ID,equipment_id,IMPC_INS_005_001
Equipment manufacturer,equipment_manufacturer,IMPC_INS_006_001
Equipment model,equipment_model,IMPC_INS_007_001
Blood collection tubes,blood_collection_tubes,IMPC_INS_008_001
Anesthesia used for blood collection,anesthesia_used_for_blood_collection,IMPC_INS_009_001
Method of blood collection,method_of_blood_collection,IMPC_INS_010_001
Anticoagulant,anticoagulant,IMPC_INS_011_001
Date and time of blood collection,date_and_time_of_blood_collection,IMPC_INS_012_001
Sample status,sample_status,IMPC_INS_014_001
Samples kept on ice between collection and analysis,samples_kept_on_ice_between_collection_and_analysis,IMPC_INS_015_001
Sample dilution,sample_dilution,IMPC_INS_016_001
Replicates,replicates,IMPC_INS_017_001
ID of blood collection SOP,id_of_blood_collection_sop,IMPC_INS_018_001
Hemolysis status,hemolysis_status,IMPC_INS_019_001
Blood collection experimenter ID,blood_collection_experimenter_id,IMPC_INS_020_001
Blood analysis experimenter ID,blood_analysis_experimenter_id,IMPC_INS_021_001
Date equipment last calibrated,date_equipment_last_calibrated,IMPC_INS_022_001
Sample type,NA,IMPC_INS_023_001
Pallor,pallor,IMPC_GEP_035_001
Cleft palate,NA,IMPC_GEP_076_001
Curl or short tail,NA,IMPC_GEP_078_001
Facial hypoplasia,NA,IMPC_GEP_079_001
Microcephaly,NA,IMPC_GEP_080_001
Pale liver,NA,IMPC_GEP_081_001
Syndactyly,NA,IMPC_GEP_082_001
Tongue out,NA,IMPC_GEP_083_001
Limb morphology,NA,IMPC_GEP_084_001
CRL,NA,IMPC_GEP_085_001
Delayed embryonic development,NA,IMPC_GEP_086_001
Blebs,NA,IMPC_GEP_087_001
Body weight,body_weight,IMPC_ABR_001_001
Click-evoked ABR threshold,click_evoked_abr_threshold,IMPC_ABR_002_001
Click-evoked ABR waveforms (numerical format),click_evoked_abr_waveforms_numerical_format_,IMPC_ABR_003_001
6kHz-evoked ABR Threshold,6khz_evoked_abr_threshold,IMPC_ABR_004_001
6kHz-evoked ABR waveforms (numerical format),6khz_evoked_abr_waveforms_numerical_format_,IMPC_ABR_005_001
12kHz-evoked ABR Threshold,12khz_evoked_abr_threshold,IMPC_ABR_006_001
12kHz-evoked ABR waveforms (numerical format),12khz_evoked_abr_waveforms_numerical_format_,IMPC_ABR_007_001
18kHz-evoked ABR Threshold,18khz_evoked_abr_threshold,IMPC_ABR_008_001
18kHz-evoked ABR waveforms (numerical format),18khz_evoked_abr_waveforms_numerical_format_,IMPC_ABR_009_001
24kHz-evoked ABR Threshold,24khz_evoked_abr_threshold,IMPC_ABR_010_001
24kHz-evoked ABR waveforms (numerical format),24khz_evoked_abr_waveforms_numerical_format_,IMPC_ABR_011_001
30kHz-evoked ABR Threshold,30khz_evoked_abr_threshold,IMPC_ABR_012_001
30kHz-evoked ABR waveforms (numerical format),30khz_evoked_abr_waveforms_numerical_format_,IMPC_ABR_013_001
Click-evoked + 6 to 30kHz tone waveforms (pdf format),click_evoked_6_to_30khz_tone_waveforms_pdf_format_,IMPC_ABR_014_001
Audiograms,audiograms,IMPC_ABR_015_001
Preyer Reflex,preyer_reflex,IMPC_ABR_016_001
Click +20dB waveforms (numerical format),click_20db_waveforms_numerical_format_,IMPC_ABR_017_001
Click +50dB waveforms (numerical format),click_50db_waveforms_numerical_format_,IMPC_ABR_018_001
Click +20dB+50dB waveforms (pdf format),click_20db_50db_waveforms_pdf_format_,IMPC_ABR_019_001
P1-N1 amplitude (at each stimulus level),p1_n1_amplitude_at_each_stimulus_level_,IMPC_ABR_020_001
P3-N3 amplitude (at each stimulus level),p3_n3_amplitude_at_each_stimulus_level_,IMPC_ABR_021_001
P1 Latency (at each stimulus level),p1_latency_at_each_stimulus_level_,IMPC_ABR_022_001
N1 Latency (at each stimulus level),n1_latency_at_each_stimulus_level_,IMPC_ABR_023_001
P3 Latency (at each stimulus level),p3_latency_at_each_stimulus_level_,IMPC_ABR_024_001
N3 Latency (at each stimulus level),n3_latency_at_each_stimulus_level_,IMPC_ABR_025_001
P1-P3 Interval (at each stimulus level),p1_p3_interval_at_each_stimulus_level_,IMPC_ABR_026_001
N1-N3 Interval (at each stimulus level),n1_n3_interval_at_each_stimulus_level_,IMPC_ABR_027_001
Range of test stimuli used,range_of_test_stimuli_used,IMPC_ABR_028_001
Range of stimulus levels used - Click,range_of_stimulus_levels_used_click,IMPC_ABR_029_001
Range of stimulus levels used - 6kHz,range_of_stimulus_levels_used_6khz,IMPC_ABR_030_001
Range of stimulus levels used - 12kHz,range_of_stimulus_levels_used_12khz,IMPC_ABR_031_001
Range of stimulus levels used - 18kHz,range_of_stimulus_levels_used_18khz,IMPC_ABR_032_001
Range of stimulus levels used - 24kHz,range_of_stimulus_levels_used_24khz,IMPC_ABR_033_001
Range of stimulus levels used - 30kHz,range_of_stimulus_levels_used_30khz,IMPC_ABR_034_001
Extension of stimulus levels,extension_of_stimulus_levels,IMPC_ABR_035_001
Stimulus level step size,stimulus_level_step_size,IMPC_ABR_036_001
Tone Pip Duration,tone_pip_duration,IMPC_ABR_037_001
Tone Pip rise/fall,tone_pip_rise_fall,IMPC_ABR_038_001
Repetition Rate,repetition_rate,IMPC_ABR_039_001
Number averages,number_averages,IMPC_ABR_040_001
Recording Environment,recording_environment,IMPC_ABR_041_001
Anesthetic agent 1,anesthetic_agent_1,IMPC_ABR_042_001
Anesthetic agent 2,anesthetic_agent_2,IMPC_ABR_043_001
Anesthetic agent 1 dosage,anesthetic_agent_1_dosage,IMPC_ABR_044_001
Anesthetic agent 2 dosage,anesthetic_agent_2_dosage,IMPC_ABR_045_001
Anesthetic administration route,anesthetic_administration_route,IMPC_ABR_046_001
Time of injection,time_of_injection,IMPC_ABR_048_001
Equipment ID,equipment_id,IMPC_ABR_049_001
Equipment manufacturer,equipment_manufacturer,IMPC_ABR_050_001
Equipment model,equipment_model,IMPC_ABR_051_001
Software,software,IMPC_ABR_052_001
Experimenter ID,experimenter_id,IMPC_ABR_053_001
Date equipment last calibrated,date_equipment_last_calibrated,IMPC_ABR_054_001
Body weight,NA,IMPC_CHL_001_001
Frequency of breathing (f),NA,IMPC_CHL_002_001
Tidal volume (TVb),NA,IMPC_CHL_003_001
Minute volume (MVb),NA,IMPC_CHL_004_001
Peak expiratory flow (PEFb),NA,IMPC_CHL_005_001
Peak inspiratory flow (PIFb),NA,IMPC_CHL_006_001
Pause (PAU),NA,IMPC_CHL_007_001
Inspiratory time (Ti),NA,IMPC_CHL_008_001
Expiratory time (Te),NA,IMPC_CHL_009_001
Relaxation time (Tr),NA,IMPC_CHL_010_001
Time of pause (Tp),NA,IMPC_CHL_011_001
Enhanced pause (Penh),NA,IMPC_CHL_012_001
Rejection index (Rinx),NA,IMPC_CHL_013_001
Rpef,NA,IMPC_CHL_014_001
TB,NA,IMPC_CHL_015_001
Compensation (Comp),NA,IMPC_CHL_016_001
Flow at point 50% TV expired (EF50),NA,IMPC_CHL_017_001
Equipment ID,NA,IMPC_CHL_018_001
Experimenter ID,NA,IMPC_CHL_019_001
Equipment manufacturer,NA,IMPC_CHL_020_001
Equipment model,NA,IMPC_CHL_021_001
Date equipment last calibrated,NA,IMPC_CHL_022_001
Chamber temperature (Tc),NA,IMPC_CHL_026_001
Relative Humidity (RH),NA,IMPC_CHL_027_001
Hypoxia challenge data present in submission,NA,IMPC_CHL_029_001
Methacholine challenge: duration of PBS measurement period,Length in minutes of the period for measuring reaction to PBS.,IMPC_CHL_023_001
Methacholine challenge: duration of 12.5 mg/ml MCh measurement period,Length in minutes of the period for measuring reaction to 12.5mg/ml MCh.,IMPC_CHL_024_001
